radius,temp,h2o,h2,o2,o2_safe,phi,dphi_dr,eta_local,dT_dr
0.028875,2197.9,0.236344,0.00086717,0.011248,0.011248,0.6118297581792319,-96.13134341722522,99.91328299999999,-2683.8973636040464
0.0302017,2193.96,0.234867,0.000786181,0.0126133,0.0126133,0.494647111858118,-79.64305681487471,99.9213819,-3214.8499971037963
0.0319383,2187.82,0.232823,0.000688327,0.0145251,0.0145251,0.37607748463005414,-58.16003826973804,99.9311673,-3687.7057926133275
0.0322639,2186.61,0.23244,0.000671022,0.014885,0.014885,0.35775818555592875,-54.87829360025258,99.93289779999999,-3765.2481069209753
0.0350023,2175.17,0.229112,0.000544708,0.0180587,0.0180587,0.23937507616827344,-35.8737808111329,99.94552920000001,-4577.8833148948615
0.0377403,2161.54,0.225508,0.000437971,0.0215492,0.0215492,0.16129312716945407,-22.896308639259416,99.95620290000001,-5434.665817606263
0.0380646,2159.76,0.225063,0.000426835,0.0219839,0.0219839,0.15408378677122803,-21.70642592607998,99.9573165,-5524.242651116598
0.0398023,2149.83,0.222651,0.00037202,0.0243505,0.0243505,0.12124394653087205,-16.26396907040965,99.96279799999999,-5805.240355060552
0.041125,2142.06,0.22091,0.000336283,0.026066,0.026066,0.10238402087009899,-13.557042167862136,99.9663717,-6208.5307161029195
0.0426492,2132.01,0.218651,0.00029582,0.0283008,0.0283008,0.08295269109000453,-11.845384370233297,99.97041800000001,-7006.689411805244
0.0443259,2119.5,0.215852,0.000253617,0.0310807,0.0310807,0.06475737393301952,-9.647574879821411,99.9746383,-7704.942308098194
0.046048,2105.8,0.212911,0.000215438,0.0340084,0.0340084,0.050273343291657356,-7.309019915491648,99.9784562,-8364.805228671292
0.0480576,2088.03,0.209293,0.00018091,0.0376147,0.0376147,0.038168635134668095,-5.28577222059328,99.981909,-9063.160675447434
0.0503005,2067.15,0.205206,0.00014793,0.0416897,0.0416897,0.028159772797597488,-4.063196347149098,99.985207,-9485.311116753845
0.0520485,2050.33,0.202008,0.000122158,0.0448792,0.0448792,0.02160122925542345,-3.4543172043417423,99.9877842,-9946.6737463983
0.0535792,2034.67,0.199078,0.000100655,0.0477957,0.0477957,0.016712760352918778,-2.747093365397899,99.9899345,-10746.457931889687
0.0549676,2019.1,0.196231,8.58557e-05,0.0506166,0.0506166,0.013461015461330869,-2.048380820238126,99.99141443,-11672.377214927692
0.0562531,2003.55,0.193433,7.51819e-05,0.0533795,0.0533795,0.011177391290664019,-1.7153325655238305,99.99248181,-12368.854898048798
0.0574323,1988.67,0.190762,6.50862e-05,0.0560174,0.0560174,0.009220779314998553,-1.6139590287651386,99.99349138,-12888.342309803236
0.0585559,1973.9,0.188118,5.50811e-05,0.0586283,0.0586283,0.007455846572389102,-1.5155058394290881,99.99449189,-13899.637204543338
0.0598454,1954.86,0.184662,4.364e-05,0.0620279,0.0620279,0.0055834074666400125,-1.2219899928336417,99.995636,-16122.50726032257
0.0598516,1954.76,0.184646,4.35925e-05,0.0620445,0.0620445,0.005575837987251086,-1.2200087417312888,99.99564075,-16128.37396815588
0.0617363,1924.74,0.179329,3.20026e-05,0.0672275,0.0672275,0.0037778086884087615,-0.8095345051928666,99.99679974,-16369.665537769906
0.063245,1899.51,0.174928,2.46048e-05,0.0715002,0.0715002,0.0027309530994318893,-0.6564423076125907,99.99753952,-17115.07756655512
0.0645327,1877.04,0.171021,1.82796e-05,0.0752891,0.0752891,0.0019267982430391651,-0.5357913565639943,99.99817204,-18216.965055517154
0.0656194,1856.54,0.167485,1.41386e-05,0.0786901,0.0786901,0.0014258963910326714,-0.37274384006795325,99.99858614,-19521.81700763898
0.0665,1838.88,0.164484,1.19267e-05,0.0815534,0.0815534,0.0011605928287477898,-0.2852565496920719,99.99880732999999,-20221.02504906745
0.0679395,1809.38,0.159529,8.56307e-06,0.0862763,0.0862763,0.0007876615422775432,-0.24354126213773053,99.99914369300001,-21084.07233846688
0.0690927,1784.52,0.155357,5.92648e-06,0.0902466,0.0902466,0.0005211558693623916,-0.19691902068268954,99.999407352,-22406.45761943306
0.0702194,1758.34,0.150994,4.00647e-06,0.094372,0.094372,0.0003369150375111262,-0.13439577041172868,99.99959935300001,-24325.052807359723
0.0715106,1725.32,0.145512,2.58934e-06,0.0995193,0.0995193,0.00020648258418216368,-0.08279377495421117,99.999741066,-25843.24141398538
0.0720703,1710.79,0.143125,2.10999e-06,0.101753,0.101753,0.00016456399948895856,-0.06961562461045898,99.999789001,-26647.996723805903
0.0735,1670.18,0.136441,1.14727e-06,0.107986,0.107986,8.43140288555924e-05,-0.04355512038246505,99.999885273,-30501.565838504
0.0744563,1639.67,0.131415,7.19765e-07,0.11265,0.11265,5.070621429205503e-05,-0.028965600149882198,99.99992802349999,-32546.150426193606
0.0757083,1597.87,0.124647,3.68112e-07,0.118909,0.118909,2.4567836177244782e-05,-0.01590093048407643,99.9999631888,-33846.019188860024
0.0772362,1545.3,0.116377,1.52291e-07,0.12653,0.12653,9.55173773808583e-06,-0.006970747693887286,99.9999847709,-34927.9038853746
0.0790543,1480.67,0.106598,5.22422e-08,0.13551,0.13551,3.0595092554055055e-06,-0.002414538474971521,99.99999477578,-36075.8207239295
0.0812173,1401.28,0.0951401,1.4949e-08,0.146008,0.146008,8.125257794093475e-07,-0.0006856365989595974,99.9999985051,-37116.07256374575
0.0838325,1302.91,0.0817725,2.71608e-09,0.15824,0.15824,1.3621594337714863e-07,-0.0001560151578918542,99.999999728392,-37707.280366208026
0.0870624,1180.75,0.0662921,9.02632e-10,0.172396,0.172396,4.1551355901529045e-08,-2.0845785168877247e-05,99.9999999097368,-38512.627526192446
0.0910459,1023.94,0.0483627,2.15319e-12,0.188788,0.188788,9.051272241879781e-11,-5.5141579075691125e-06,99.99999999978468,-40652.667809077466
0.0955213,835.528,0.0296227,5.09087e-13,0.20592,0.20592,1.961982533022533e-11,-1.0134528922426254e-08,99.9999999999491,-42261.829660404226
0.100134,639.815,0.0128696,6.86559e-19,0.221235,0.221235,2.4627804027391687e-17,-2.183550285866576e-09,100.0,-36918.69672734404
0.105,488.455,0.00261808,0.0,0.230607,0.230607,0.0,-2.6920038754335063e-15,100.0,-22929.24482181105
0.110529,413.046,0.0,0.0,0.233,0.233,0.0,0.0,100.0,-6408.525338236148
0.116357,420.114,0.0,0.0,0.233,0.233,0.0,0.0,100.0,24447.936720455094
0.1225,720.746,0.0,0.0,0.233,0.233,0.0,,100.0,
,,,,,,,,,
,,,,,,,,,
