radius,temp,h2o,h2,o2,o2_safe,phi,dphi_dr,eta_local,dT_dr
0.0380647,1910.18,0.173428,2.17904e-05,0.0729702,0.0729702,0.002369852548026455,-0.2306629103242291,99.99782096,-7604.289872575726
0.0398024,1896.77,0.171505,1.85986e-05,0.0748363,0.0748363,0.001972284701408274,-0.21554554077951615,99.99814014,-7920.323816234479
0.041125,1886.09,0.169998,1.63484e-05,0.0762941,0.0762941,0.0017005365080654993,-0.1823230570548472,99.99836516,-8343.870596216526
0.0426492,1872.9,0.168143,1.43957e-05,0.0780736,0.0780736,0.0014632894499549143,-0.13767474377547512,99.99856043000001,-8943.48480059707
0.0443259,1857.37,0.165959,1.27832e-05,0.0801569,0.0801569,0.0012656112599164888,-0.11261322810014973,99.99872168,-9476.945087197702
0.046048,1840.67,0.163619,1.12224e-05,0.0823856,0.0823856,0.0010810258880192653,-0.10652965779007476,99.99887776,-9913.775839225214
0.0480576,1820.24,0.160766,9.31337e-06,0.0851034,0.0851034,0.0008684835661089921,-0.10428482037559073,99.999068663,-10359.668166321586
0.0503005,1796.52,0.157466,7.0977e-06,0.088248,0.088248,0.0006382846886048409,-0.09695988608445275,99.99929023,-10898.34795577859
0.0520485,1777.03,0.15477,5.45288e-06,0.0908109,0.0908109,0.0004765293117896641,-0.07906230642301548,99.999454712,-11471.318433161126
0.0535792,1759.04,0.152299,4.38467e-06,0.0931463,0.0931463,0.0003735708355565385,-0.05809590953226057,99.999561533,-12033.666298157652
0.0549675,1741.98,0.149969,3.65763e-06,0.0953397,0.0953397,0.0003044581814291423,-0.04802123305245268,99.999634237,-12511.349724991713
0.0562531,1725.63,0.14774,3.00582e-06,0.0974362,0.0974362,0.00024481853274245096,-0.042094132889985064,99.999699418,-13011.731564226095
0.0574322,1709.97,0.145619,2.50357e-06,0.0994254,0.0994254,0.00019983154727061699,-0.033910004489135684,99.999749643,-13557.35020573088
0.0585559,1694.44,0.143525,2.12413e-06,0.101383,0.101383,0.00016627142301963842,-0.02923243260346866,99.999787587,-14202.673464740976
0.0598454,1675.56,0.140956,1.69371e-06,0.103783,0.103783,0.00012951333609550697,-0.027131313999163353,99.999830629,-14516.728144705296
0.0598516,1675.47,0.140944,1.69169e-06,0.103794,0.103794,0.00012934516291885853,-0.027109212346903423,99.999830831,-14518.619366105535
0.0617363,1646.68,0.13704,1.17948e-06,0.107431,0.107431,8.71289784140518e-05,-0.019017621231659135,99.999882052,-15685.608210899984
0.063245,1622.52,0.13377,8.70296e-07,0.110469,0.110469,6.252133228326498e-05,-0.014771995994003324,99.99991297039999,-16403.03482204827
0.0645327,1600.97,0.130853,6.44458e-07,0.113175,0.113175,4.519035730505854e-05,-0.011465896619220518,99.99993555420001,-17216.25074768893
0.0656194,1581.82,0.128256,5.03291e-07,0.115577,0.115577,3.4558064113102085e-05,-0.009029551862452866,99.99994967090001,-17955.8251528166
0.0665,1565.77,0.126078,4.02219e-07,0.117591,0.117591,2.714501946577544e-05,-0.007739242965122741,99.9999597781,-18480.221342583885
0.0679395,1538.57,0.122415,2.68315e-07,0.120972,0.120972,1.76019892206461e-05,-0.005468906500966367,99.9999731685,-19501.96976123657
0.0690927,1515.52,0.119326,1.92958e-07,0.123819,0.123819,1.2367364362496872e-05,-0.004079502209992709,99.9999807042,-20566.837690957007
0.0702194,1491.71,0.116142,1.32196e-07,0.126749,0.126749,8.277047203528233e-06,-0.0031074492103449263,99.9999867804,-21800.653792659054
0.0715107,1462.57,0.11223,8.27511e-08,0.130345,0.130345,5.038265599754499e-06,-0.002033321582743792,99.99999172489001,-22880.37719290331
0.0720703,1449.69,0.110508,6.67538e-08,0.131926,0.131926,4.015570522868882e-06,-0.001661260913807488,99.99999332462,-23503.100742933922
0.0735,1414.31,0.105766,3.85996e-08,0.136275,0.136275,2.2478548934140524e-06,-0.000871138880650172,99.99999614004,-26128.052208567387
0.0744563,1388.44,0.102274,2.89715e-08,0.139476,0.139476,1.6484400470331815e-06,-0.0006062803795757864,99.99999710285,-27415.59139384306
0.0757083,1353.52,0.0975543,1.6725e-08,0.143799,0.143799,9.230217178144493e-07,-0.0004843963510887551,99.9999983275,-28485.263365008926
0.0772362,1308.89,0.0916556,6.76947e-09,0.1492,0.1492,3.600704686327078e-07,-0.0002496289826765906,99.999999323053,-29878.13956075837
0.0790544,1253.12,0.0845025,3.20431e-09,0.155743,0.155743,1.63277991049357e-07,-7.258549596341049e-05,99.999999679569,-30944.939727901336
0.0812173,1185.49,0.0759758,2.01967e-09,0.163541,0.163541,9.800662292636097e-08,-2.792917549483394e-05,99.999999798033,-31428.728430695803
0.0838325,1102.79,0.0657841,6.98678e-10,0.17286,0.17286,3.2076296471132706e-08,-1.835429428813287e-05,99.9999999301322,-32198.31027361797
0.0870624,996.497,0.0534674,3.3289e-12,0.184122,0.184122,1.4348176969617972e-10,-5.47022755540495e-06,99.99999999966711,-32721.321851056025
0.0910459,867.074,0.0393237,1.24866e-12,0.197051,0.197051,5.028833022923e-11,-1.7277534074340874e-08,99.99999999987513,-31688.932243892123
0.0955213,729.28,0.0253264,9.84357e-14,0.209847,0.209847,3.7226441893379464e-12,-5.678422208441069e-09,99.99999999999015,-29792.785447760718
0.100134,596.592,0.0130454,1.00024e-18,0.221074,0.221074,3.5906097686747425e-17,-4.143040894375909e-10,100.0,-25621.91260259285
0.105,488.054,0.00379699,0.0,0.229529,0.229529,0.0,-3.924806045107029e-15,100.0,-15936.716299948806
0.110529,439.95,0.0,0.0,0.233,0.233,0.0,0.0,100.0,-2368.8131137892415
0.116357,465.04,0.0,0.0,0.233,0.233,0.0,0.0,100.0,24914.317575422858
0.1225,751.534,0.0,0.0,0.233,0.233,0.0,,100.0,
,,,,,,,,,
,,,,,,,,,
