radius,temp,h2o,h2,o2,o2_safe,phi,dphi_dr,eta_local,dT_dr
0.0598516,2129.27,0.210801,0.000197007,0.0360988,0.0360988,0.04331023612973284,-9.730528290840313,99.9802993,-12906.046407659513
0.0617363,2103.33,0.204944,0.000146425,0.041941,0.041941,0.02770627309792327,-7.105542281822881,99.9853575,-14523.680462671327
0.063245,2080.5,0.199945,0.000108812,0.0469217,0.0469217,0.01840368170803701,-5.208156860205929,99.9891188,-16231.719094718806
0.0645327,2058.39,0.195243,8.28754e-05,0.0515849,0.0515849,0.01274983908857049,-3.731794329225557,99.99171246,-18333.552573164226
0.0656194,2037.4,0.190838,6.55425e-05,0.0559373,0.0559373,0.009298719816651858,-2.9303159021703085,99.99344574999999,-19893.01628065994
0.0665,2019.47,0.187101,5.17929e-05,0.059626,0.059626,0.006893443370341797,-2.4009037606228967,99.99482071,-20854.22506542207
0.0679395,1988.29,0.180802,3.49438e-05,0.0657913,0.0657913,0.004215055741412619,-1.4927871195532425,99.99650562,-22797.176916617434
0.0690927,1960.95,0.175369,2.53744e-05,0.0710703,0.0710703,0.0028334091512206925,-1.0632021376994962,99.99746256,-24605.026148147415
0.0702194,1932.24,0.169715,1.72052e-05,0.0765364,0.0765364,0.0017839938539048084,-0.7749486802572574,99.99827948,-26819.785810333095
0.0715106,1895.63,0.162618,1.06569e-05,0.0833321,0.0833321,0.0010148929212152337,-0.45616539793082966,99.99893431,-28254.459914554376
0.0720703,1879.84,0.159605,8.61846e-06,0.0862044,0.0862044,0.0007934177206731906,-0.3691244509507923,99.999138154,-28879.809884102782
0.0735,1836.11,0.151337,4.29867e-06,0.094044,0.094044,0.0003627477044787546,-0.22004491591675168,99.999570133,-32804.828890737146
0.0744563,1803.32,0.145261,2.56736e-06,0.0997533,0.0997533,0.00020424957329732448,-0.13103093705180813,99.999743264,-34527.38181139319
0.0757083,1759.7,0.137423,1.30994e-06,0.107069,0.107069,9.709331216318449e-05,-0.06448685385692811,99.999869006,-34577.196878140734
0.0772362,1707.36,0.128377,5.51541e-07,0.115461,0.115461,3.790915872892146e-05,-0.027501226478393575,99.9999448459,-33841.467524038046
0.0790543,1646.73,0.11837,1.91913e-07,0.124696,0.124696,1.2213876692115225e-05,-0.009529108440409759,99.9999808087,-32923.25703814073
0.0812173,1576.61,0.107412,5.85822e-08,0.134762,0.134762,3.449847428800404e-06,-0.002670245695148631,99.99999414178001,-32421.505285178515
0.0838325,1491.81,0.0950509,1.53708e-08,0.146089,0.146089,8.349887315266722e-07,0.011251429406071899,99.99999846292,-33778.896330352756
0.0870624,1377.31,0.0798552,1.73473e-06,0.159991,0.159991,8.60474481689595e-05,0.014254502608522332,99.999826527,-37863.888909969275
0.0910459,1214.62,0.0608061,1.86098e-06,0.177409,0.177409,8.324683234785157e-05,-0.009123407093429963,99.999813902,-44128.233492611325
0.0955213,1000.6,0.0393347,1.93783e-09,0.197041,0.197041,7.804781177521431e-08,-0.00944048035797693,99.999999806217,-51324.29834927319
0.100134,747.203,0.0177403,1.07142e-18,0.216782,0.216782,3.922276351357585e-17,-8.686180459187782e-06,100.0,-50228.970697896424
0.105,526.944,0.0035578,0.0,0.229748,0.229748,0.0,-4.2873425201175295e-15,100.0,-34752.063060928434
0.110529,400.845,0.0,0.0,0.233,0.233,0.0,0.0,100.0,-12779.642221236525
0.116357,387.964,0.0,0.0,0.233,0.233,0.0,0.0,100.0,23287.79154976645
0.1225,696.121,0.0,0.0,0.233,0.233,0.0,,100.0,
,,,,,,,,,
,,,,,,,,,
